role,candidate,months,mean_rank_ic,hac_t,hac_p_one_sided,positive_years,mean_net_active_return,net_information_ratio,passes_gate
adaptive_E_plus_F_plus_G_construction,wpen10_v47,34,0.01754594085238885,4.022811807402859,2.8753722995903906e-05,3,0.002084045361085294,0.3712377532514127,True
adaptive_E_plus_F_plus_G_construction,wpen20_v47,34,0.018194546580487126,4.201135429618338,1.3278982649743578e-05,3,0.0013125430880645485,0.2402293582265393,False
adaptive_E_plus_F_plus_G_construction,wgate20_v47,34,0.017198799581592927,3.929948247057761,4.248207343372524e-05,3,0.0007467330202373259,0.12102679447073142,False
one_shot_bucket_H_confirmation,wpen10_v47,22,-0.02576390246908762,-2.615344906701386,0.9955431303523544,0,-0.002299354357803207,-1.0298795407283377,False
